dep;jour;hosp;rea;dc;rad
2;13/11/2020;33;7;5;14
3;13/11/2020;22;3;7;14
4;13/11/2020;15;0;5;8
5;13/11/2020;16;3;1;4
6;13/11/2020;47;11;6;27
7;13/11/2020;29;1;4;29
8;13/11/2020;41;2;5;2
9;13/11/2020;3;1;0;4
10;13/11/2020;22;1;3;15
11;13/11/2020;5;0;3;4
12;13/11/2020;7;0;2;7
13;13/11/2020;122;27;11;140
14;13/11/2020;23;1;2;18
15;13/11/2020;2;1;1;0
16;13/11/2020;5;0;1;5
17;13/11/2020;11;3;5;30
18;13/11/2020;9;1;4;11
19;13/11/2020;5;0;2;3
21;13/11/2020;28;4;4;26
22;13/11/2020;9;3;1;4
23;13/11/2020;7;2;0;5
24;13/11/2020;5;3;0;13
25;13/11/2020;10;2;1;18
26;13/11/2020;22;3;4;31
27;13/11/2020;26;4;6;5
28;13/11/2020;16;4;3;45
29;13/11/2020;7;3;1;11
2A;13/11/2020;1;0;0;1
2B;13/11/2020;3;0;2;2
30;13/11/2020;27;13;6;19
31;13/11/2020;44;16;9;35
32;13/11/2020;8;1;1;2
33;13/11/2020;41;7;2;17
34;13/11/2020;59;7;8;39
35;13/11/2020;23;3;4;17
36;13/11/2020;4;1;0;2
37;13/11/2020;13;2;1;10
38;13/11/2020;83;22;31;73
39;13/11/2020;25;1;1;21
40;13/11/2020;28;1;3;8
41;13/11/2020;15;0;2;9
42;13/11/2020;72;11;11;48
43;13/11/2020;15;3;2;17
44;13/11/2020;38;4;7;28
45;13/11/2020;28;7;0;21
46;13/11/2020;4;0;2;2
47;13/11/2020;9;2;3;5
48;13/11/2020;2;1;1;2
49;13/11/2020;27;6;2;26
50;13/11/2020;12;0;2;3
51;13/11/2020;19;2;1;8
52;13/11/2020;13;0;2;7
53;13/11/2020;15;3;1;14
54;13/11/2020;33;6;2;14
55;13/11/2020;11;3;3;13
56;13/11/2020;27;6;3;11
57;13/11/2020;55;17;15;29
58;13/11/2020;6;1;0;5
59;13/11/2020;123;29;18;125
60;13/11/2020;16;1;4;16
61;13/11/2020;13;1;1;11
62;13/11/2020;70;13;11;57
63;13/11/2020;24;3;7;25
64;13/11/2020;28;4;1;17
65;13/11/2020;12;0;1;8
66;13/11/2020;9;1;1;4
67;13/11/2020;30;4;3;21
68;13/11/2020;13;2;0;16
69;13/11/2020;136;17;24;116
70;13/11/2020;13;2;2;14
71;13/11/2020;68;11;12;30
72;13/11/2020;16;2;0;16
73;13/11/2020;37;6;4;28
74;13/11/2020;74;10;15;81
75;13/11/2020;85;21;16;67
76;13/11/2020;51;3;10;39
77;13/11/2020;56;14;12;35
78;13/11/2020;68;9;18;48
79;13/11/2020;9;0;2;4
80;13/11/2020;9;0;4;8
81;13/11/2020;12;3;1;12
82;13/11/2020;12;2;2;15
83;13/11/2020;36;11;6;20
84;13/11/2020;31;6;4;23
85;13/11/2020;14;0;0;14
86;13/11/2020;17;2;3;3
87;13/11/2020;13;0;5;19
88;13/11/2020;26;2;4;6
89;13/11/2020;11;1;2;12
90;13/11/2020;11;0;0;12
91;13/11/2020;79;9;6;46
92;13/11/2020;65;13;8;65
93;13/11/2020;78;11;13;67
94;13/11/2020;78;17;14;72
95;13/11/2020;33;4;7;36
971;13/11/2020;4;1;1;9
972;13/11/2020;6;0;1;10
973;13/11/2020;0;0;0;2
974;13/11/2020;9;2;0;6
976;13/11/2020;2;0;0;2
1;14/11/2020;35;2;9;45
2;14/11/2020;5;0;0;9
3;14/11/2020;16;5;7;15
4;14/11/2020;17;0;1;10
5;14/11/2020;3;3;4;7
6;14/11/2020;50;6;1;21
7;14/11/2020;11;3;3;15
8;14/11/2020;9;1;2;4
9;14/11/2020;2;0;0;4
10;14/11/2020;10;3;3;5
11;14/11/2020;9;0;0;4
12;14/11/2020;18;0;1;4
13;14/11/2020;91;14;17;143
14;14/11/2020;16;4;4;22
15;14/11/2020;3;2;1;2
16;14/11/2020;2;0;0;2
17;14/11/2020;5;0;0;5
18;14/11/2020;12;1;0;6
19;14/11/2020;2;0;2;0
21;14/11/2020;24;4;5;25
22;14/11/2020;6;0;3;13
23;14/11/2020;16;0;2;4
24;14/11/2020;1;0;0;4
25;14/11/2020;17;3;1;13
26;14/11/2020;35;5;11;24
27;14/11/2020;3;0;0;2
28;14/11/2020;13;2;0;12
29;14/11/2020;8;0;1;4
2A;14/11/2020;0;0;0;1
2B;14/11/2020;1;0;0;4
30;14/11/2020;14;3;6;25
31;14/11/2020;36;11;4;32
32;14/11/2020;4;0;0;3
33;14/11/2020;25;3;5;18
34;14/11/2020;25;8;8;32
35;14/11/2020;14;2;3;20
36;14/11/2020;14;2;1;3
37;14/11/2020;3;0;1;3
38;14/11/2020;105;17;15;89
39;14/11/2020;14;0;3;9
40;14/11/2020;2;0;1;4
41;14/11/2020;6;0;2;7
42;14/11/2020;50;5;13;59
43;14/11/2020;15;3;0;19
44;14/11/2020;24;1;3;14
45;14/11/2020;20;8;2;20
46;14/11/2020;3;1;0;1
47;14/11/2020;5;2;0;5
48;14/11/2020;0;0;1;8
49;14/11/2020;14;3;2;17
50;14/11/2020;8;2;1;7
51;14/11/2020;15;1;0;8
52;14/11/2020;18;0;2;11
53;14/11/2020;13;1;4;8
54;14/11/2020;22;1;5;26
55;14/11/2020;11;2;0;5
56;14/11/2020;7;2;1;8
57;14/11/2020;64;0;5;21
58;14/11/2020;7;0;0;9
59;14/11/2020;88;18;9;75
60;14/11/2020;12;2;1;10
61;14/11/2020;10;1;1;7
62;14/11/2020;62;9;18;47
63;14/11/2020;16;4;3;17
64;14/11/2020;16;1;4;7
65;14/11/2020;15;0;2;22
66;14/11/2020;8;3;1;3
67;14/11/2020;32;7;3;30
68;14/11/2020;34;6;2;29
69;14/11/2020;113;23;17;106
70;14/11/2020;4;1;0;8
71;14/11/2020;39;4;6;28
72;14/11/2020;12;2;1;22
73;14/11/2020;34;7;6;39
74;14/11/2020;87;12;12;53
75;14/11/2020;89;25;12;80
76;14/11/2020;26;3;9;51
77;14/11/2020;42;8;8;36
78;14/11/2020;128;1;20;78
79;14/11/2020;8;1;3;7
80;14/11/2020;4;2;4;14
81;14/11/2020;10;1;0;9
82;14/11/2020;4;1;1;6
83;14/11/2020;26;1;4;23
84;14/11/2020;37;5;6;37
85;14/11/2020;13;1;3;16
86;14/11/2020;10;1;2;12
87;14/11/2020;1;0;0;0
88;14/11/2020;13;3;2;15
89;14/11/2020;15;2;2;13
90;14/11/2020;1;0;3;11
91;14/11/2020;62;7;3;47
92;14/11/2020;35;3;6;21
93;14/11/2020;24;11;4;31
94;14/11/2020;43;8;6;72
95;14/11/2020;18;1;7;15
971;14/11/2020;0;1;0;0
972;14/11/2020;7;1;1;4
973;14/11/2020;0;0;0;0
974;14/11/2020;6;4;1;5
976;14/11/2020;0;0;0;0
1;15/11/2020;8;0;1;5
2;15/11/2020;2;1;0;0
3;15/11/2020;17;1;3;4
4;15/11/2020;5;0;4;0
5;15/11/2020;13;2;3;2
6;15/11/2020;14;5;7;13
7;15/11/2020;15;1;1;4
8;15/11/2020;23;0;7;7
9;15/11/2020;0;0;0;0
10;15/11/2020;18;1;2;4
11;15/11/2020;11;2;0;2
12;15/11/2020;1;1;2;4
13;15/11/2020;73;9;7;43
14;15/11/2020;15;1;2;6
15;15/11/2020;0;0;0;0
16;15/11/2020;0;0;0;0
17;15/11/2020;5;2;0;0
18;15/11/2020;10;1;1;0
19;15/11/2020;3;0;2;0
21;15/11/2020;16;5;3;4
22;15/11/2020;1;0;0;0
23;15/11/2020;4;0;1;0
24;15/11/2020;1;0;0;2
25;15/11/2020;18;8;1;5
26;15/11/2020;35;6;3;2
27;15/11/2020;18;2;0;0
28;15/11/2020;10;3;0;1
29;15/11/2020;12;2;1;7
2A;15/11/2020;5;3;2;5
2B;15/11/2020;3;0;0;0
30;15/11/2020;19;2;7;10
31;15/11/2020;14;5;6;13
32;15/11/2020;2;1;0;0
33;15/11/2020;25;15;0;8
34;15/11/2020;20;6;8;14
35;15/11/2020;9;1;2;3
36;15/11/2020;12;1;0;3
37;15/11/2020;6;1;0;5
38;15/11/2020;51;5;15;14
39;15/11/2020;17;0;4;5
40;15/11/2020;4;0;1;2
41;15/11/2020;5;2;1;1
42;15/11/2020;28;12;8;17
43;15/11/2020;13;1;2;24
44;15/11/2020;36;3;7;14
45;15/11/2020;5;2;1;2
46;15/11/2020;3;1;1;0
47;15/11/2020;2;1;0;1
48;15/11/2020;3;1;0;0
49;15/11/2020;10;3;1;8
50;15/11/2020;7;0;1;2
51;15/11/2020;9;1;1;5
52;15/11/2020;3;0;1;1
53;15/11/2020;16;1;2;3
54;15/11/2020;17;7;7;15
55;15/11/2020;3;2;1;3
56;15/11/2020;5;1;1;1
57;15/11/2020;17;2;5;5
58;15/11/2020;6;0;0;1
59;15/11/2020;69;23;17;54
60;15/11/2020;22;3;6;9
61;15/11/2020;7;0;3;3
62;15/11/2020;29;3;6;7
63;15/11/2020;22;4;2;8
64;15/11/2020;18;3;4;5
65;15/11/2020;8;2;1;2
66;15/11/2020;4;2;1;0
67;15/11/2020;22;5;4;10
68;15/11/2020;20;1;4;3
69;15/11/2020;94;14;9;30
70;15/11/2020;5;1;2;6
71;15/11/2020;25;5;7;9
72;15/11/2020;13;2;0;1
73;15/11/2020;22;2;7;7
74;15/11/2020;49;6;11;19
75;15/11/2020;54;12;8;23
76;15/11/2020;61;9;5;22
77;15/11/2020;22;3;10;13
78;15/11/2020;10;2;1;7
79;15/11/2020;7;1;1;1
80;15/11/2020;7;0;2;0
81;15/11/2020;12;3;5;2
82;15/11/2020;6;1;1;4
83;15/11/2020;23;0;6;9
84;15/11/2020;18;1;5;3
85;15/11/2020;9;1;3;3
86;15/11/2020;1;0;0;1
87;15/11/2020;6;2;1;5
88;15/11/2020;5;0;1;2
89;15/11/2020;10;1;3;2
90;15/11/2020;2;1;0;6
91;15/11/2020;40;2;4;14
92;15/11/2020;29;4;2;10
93;15/11/2020;37;6;3;7
94;15/11/2020;25;3;6;17
95;15/11/2020;26;3;14;28
971;15/11/2020;3;1;0;15
972;15/11/2020;3;4;0;13
973;15/11/2020;0;0;0;0
974;15/11/2020;6;1;1;5
976;15/11/2020;0;0;0;0
1;16/11/2020;24;0;10;6
2;16/11/2020;20;3;2;29
3;16/11/2020;31;4;5;3
4;16/11/2020;7;2;0;1
5;16/11/2020;18;1;8;3
6;16/11/2020;30;8;6;18
7;16/11/2020;21;0;8;9
8;16/11/2020;3;0;0;0
9;16/11/2020;2;0;2;0
10;16/11/2020;14;1;4;6
11;16/11/2020;6;0;0;7
12;16/11/2020;13;2;4;2
13;16/11/2020;82;20;26;47
14;16/11/2020;11;1;4;7
15;16/11/2020;8;0;2;1
16;16/11/2020;8;0;0;0
17;16/11/2020;11;2;2;5
18;16/11/2020;8;1;3;9
19;16/11/2020;5;1;1;2
21;16/11/2020;23;5;2;11
22;16/11/2020;8;0;0;6
23;16/11/2020;4;1;2;17
24;16/11/2020;2;0;2;7
25;16/11/2020;25;3;1;3
26;16/11/2020;13;1;6;16
27;16/11/2020;10;1;13;13
28;16/11/2020;23;8;4;3
29;16/11/2020;2;0;1;2
2A;16/11/2020;3;1;2;1
2B;16/11/2020;1;0;3;0
30;16/11/2020;22;6;4;9
31;16/11/2020;31;5;7;15
32;16/11/2020;6;2;1;2
33;16/11/2020;34;11;6;12
34;16/11/2020;14;4;4;24
35;16/11/2020;18;4;6;8
36;16/11/2020;4;0;1;2
37;16/11/2020;19;3;1;7
38;16/11/2020;86;14;16;26
39;16/11/2020;20;3;2;6
40;16/11/2020;10;2;0;3
41;16/11/2020;5;0;2;2
42;16/11/2020;51;5;13;27
43;16/11/2020;7;0;5;3
44;16/11/2020;16;4;4;13
45;16/11/2020;20;7;1;5
46;16/11/2020;4;1;1;1
47;16/11/2020;4;0;0;1
48;16/11/2020;0;0;0;0
49;16/11/2020;14;5;1;6
50;16/11/2020;11;1;1;6
51;16/11/2020;28;5;9;13
52;16/11/2020;13;0;2;3
53;16/11/2020;8;0;0;4
54;16/11/2020;34;4;4;2
55;16/11/2020;6;0;1;2
56;16/11/2020;14;2;2;6
57;16/11/2020;30;4;1;14
58;16/11/2020;4;0;0;5
59;16/11/2020;98;25;35;50
60;16/11/2020;15;3;1;13
61;16/11/2020;17;0;3;9
62;16/11/2020;60;9;9;20
63;16/11/2020;19;3;5;9
64;16/11/2020;13;1;7;5
65;16/11/2020;7;0;3;2
66;16/11/2020;0;0;2;2
67;16/11/2020;44;8;9;17
68;16/11/2020;21;2;4;8
69;16/11/2020;106;26;18;80
70;16/11/2020;15;2;0;3
71;16/11/2020;49;6;17;25
72;16/11/2020;14;1;2;15
73;16/11/2020;39;9;9;11
74;16/11/2020;41;3;13;22
75;16/11/2020;59;12;22;64
76;16/11/2020;27;3;12;19
77;16/11/2020;34;10;10;22
78;16/11/2020;33;7;10;12
79;16/11/2020;9;2;1;6
80;16/11/2020;39;9;5;16
81;16/11/2020;7;2;2;2
82;16/11/2020;3;0;3;0
83;16/11/2020;27;13;12;26
84;16/11/2020;28;3;8;5
85;16/11/2020;9;0;3;2
86;16/11/2020;18;1;6;2
87;16/11/2020;15;0;3;1
88;16/11/2020;19;2;4;6
89;16/11/2020;16;1;3;4
90;16/11/2020;18;3;2;4
91;16/11/2020;8;3;4;5
92;16/11/2020;53;15;19;49
93;16/11/2020;40;3;5;39
94;16/11/2020;26;10;14;52
95;16/11/2020;25;4;5;20
971;16/11/2020;4;2;0;1
972;16/11/2020;6;3;0;0
973;16/11/2020;5;0;0;3
974;16/11/2020;7;1;0;2
976;16/11/2020;3;1;0;3
1;17/11/2020;40;1;6;31
2;17/11/2020;31;3;3;27
3;17/11/2020;17;1;3;25
4;17/11/2020;12;0;1;7
5;17/11/2020;34;1;2;33
6;17/11/2020;38;3;10;33
7;17/11/2020;11;1;3;16
8;17/11/2020;2;0;2;0
9;17/11/2020;1;0;0;1
10;17/11/2020;11;0;2;13
11;17/11/2020;10;0;2;5
12;17/11/2020;23;0;5;22
13;17/11/2020;105;17;23;146
14;17/11/2020;12;3;2;17
15;17/11/2020;2;1;0;6
16;17/11/2020;4;0;0;6
17;17/11/2020;10;2;2;8
18;17/11/2020;8;3;6;14
19;17/11/2020;1;1;1;2
21;17/11/2020;30;7;7;36
22;17/11/2020;5;3;2;9
23;17/11/2020;3;3;1;10
24;17/11/2020;2;1;4;2
25;17/11/2020;16;2;6;25
26;17/11/2020;15;2;1;25
27;17/11/2020;6;1;2;6
28;17/11/2020;34;5;3;30
29;17/11/2020;7;4;1;16
2A;17/11/2020;6;2;1;0
2B;17/11/2020;5;0;2;7
30;17/11/2020;13;1;4;23
31;17/11/2020;22;2;1;19
32;17/11/2020;3;0;1;2
33;17/11/2020;20;8;1;14
34;17/11/2020;37;5;9;35
35;17/11/2020;21;0;5;20
36;17/11/2020;2;0;0;2
37;17/11/2020;16;1;2;14
38;17/11/2020;33;11;13;47
39;17/11/2020;17;3;1;14
40;17/11/2020;12;3;2;7
41;17/11/2020;7;2;2;1
42;17/11/2020;54;8;10;32
43;17/11/2020;15;2;2;9
44;17/11/2020;25;2;3;31
45;17/11/2020;36;8;6;27
46;17/11/2020;2;1;1;2
47;17/11/2020;10;1;1;8
48;17/11/2020;0;0;0;1
49;17/11/2020;26;4;8;30
50;17/11/2020;6;1;0;7
51;17/11/2020;25;1;5;23
52;17/11/2020;18;1;2;16
53;17/11/2020;12;1;2;8
54;17/11/2020;37;7;3;14
55;17/11/2020;2;0;0;1
56;17/11/2020;9;0;3;10
57;17/11/2020;66;14;15;34
58;17/11/2020;4;0;1;3
59;17/11/2020;180;29;15;129
60;17/11/2020;20;3;2;25
61;17/11/2020;10;1;1;7
62;17/11/2020;79;18;20;54
63;17/11/2020;42;7;7;34
64;17/11/2020;27;3;6;19
65;17/11/2020;17;3;1;9
66;17/11/2020;6;1;0;11
67;17/11/2020;26;7;4;30
68;17/11/2020;10;2;4;23
69;17/11/2020;137;23;19;128
70;17/11/2020;6;1;3;11
71;17/11/2020;53;8;10;25
72;17/11/2020;10;1;2;11
73;17/11/2020;23;4;3;50
74;17/11/2020;59;11;15;64
75;17/11/2020;67;14;11;89
76;17/11/2020;24;3;8;28
77;17/11/2020;31;5;4;38
78;17/11/2020;56;2;11;41
79;17/11/2020;5;1;0;10
80;17/11/2020;15;7;3;18
81;17/11/2020;12;3;1;13
82;17/11/2020;13;2;2;9
83;17/11/2020;56;4;4;51
84;17/11/2020;49;0;10;24
85;17/11/2020;7;2;2;5
86;17/11/2020;34;2;8;21
87;17/11/2020;24;0;0;12
88;17/11/2020;15;2;4;10
89;17/11/2020;10;2;3;9
90;17/11/2020;26;1;2;11
91;17/11/2020;48;8;13;41
92;17/11/2020;60;14;7;61
93;17/11/2020;82;17;3;58
94;17/11/2020;51;9;11;56
95;17/11/2020;51;3;3;29
971;17/11/2020;11;2;5;17
972;17/11/2020;2;1;0;1
973;17/11/2020;1;0;0;3
974;17/11/2020;5;1;3;8
976;17/11/2020;2;1;1;1
1;18/11/2020;26;4;3;19
2;18/11/2020;12;0;1;18
3;18/11/2020;26;1;10;29
4;18/11/2020;25;0;2;15
5;18/11/2020;26;2;3;20
6;18/11/2020;31;4;6;24
7;18/11/2020;10;2;3;24
8;18/11/2020;29;4;6;9
9;18/11/2020;2;1;1;3
10;18/11/2020;16;1;5;9
11;18/11/2020;3;0;2;7
12;18/11/2020;9;1;3;16
13;18/11/2020;84;11;20;122
14;18/11/2020;22;3;4;11
15;18/11/2020;2;1;0;6
16;18/11/2020;11;0;0;3
17;18/11/2020;5;1;1;5
18;18/11/2020;9;0;5;2
19;18/11/2020;11;1;1;5
21;18/11/2020;24;9;5;25
22;18/11/2020;0;0;1;5
23;18/11/2020;3;1;0;2
24;18/11/2020;1;0;0;0
25;18/11/2020;22;3;3;11
26;18/11/2020;28;4;8;42
27;18/11/2020;21;6;2;14
28;18/11/2020;12;1;3;16
29;18/11/2020;5;1;0;11
2A;18/11/2020;1;0;1;4
2B;18/11/2020;1;0;0;3
30;18/11/2020;31;10;2;22
31;18/11/2020;35;11;7;55
32;18/11/2020;1;1;1;4
33;18/11/2020;28;6;2;31
34;18/11/2020;21;2;3;34
35;18/11/2020;15;0;3;16
36;18/11/2020;6;1;1;3
37;18/11/2020;16;1;2;9
38;18/11/2020;116;18;24;96
39;18/11/2020;20;1;4;9
40;18/11/2020;1;0;0;7
41;18/11/2020;6;0;1;5
42;18/11/2020;55;2;3;59
43;18/11/2020;14;2;3;11
44;18/11/2020;30;3;6;22
45;18/11/2020;13;3;2;6
46;18/11/2020;2;0;0;3
47;18/11/2020;9;1;3;9
48;18/11/2020;4;0;2;4
49;18/11/2020;16;2;2;15
50;18/11/2020;12;0;1;9
51;18/11/2020;16;1;2;13
52;18/11/2020;22;3;0;4
53;18/11/2020;23;2;0;16
54;18/11/2020;24;2;6;24
55;18/11/2020;7;1;2;8
56;18/11/2020;7;1;1;14
57;18/11/2020;55;11;8;25
58;18/11/2020;11;1;2;7
59;18/11/2020;118;25;17;133
60;18/11/2020;14;0;2;24
61;18/11/2020;23;1;4;10
62;18/11/2020;61;11;7;62
63;18/11/2020;23;4;8;25
64;18/11/2020;21;0;4;18
65;18/11/2020;20;0;3;8
66;18/11/2020;12;0;1;7
67;18/11/2020;39;1;1;29
68;18/11/2020;30;5;2;16
69;18/11/2020;116;20;18;129
70;18/11/2020;5;1;1;7
71;18/11/2020;56;7;13;43
72;18/11/2020;27;2;2;11
73;18/11/2020;59;5;16;55
74;18/11/2020;77;9;13;61
75;18/11/2020;57;12;13;51
76;18/11/2020;35;5;8;42
77;18/11/2020;61;8;7;46
78;18/11/2020;36;3;9;32
79;18/11/2020;10;3;2;5
80;18/11/2020;16;3;3;22
81;18/11/2020;8;6;2;7
82;18/11/2020;6;1;2;6
83;18/11/2020;33;4;5;36
84;18/11/2020;35;5;10;39
85;18/11/2020;5;2;1;5
86;18/11/2020;5;0;2;7
87;18/11/2020;11;2;0;13
88;18/11/2020;25;3;4;20
89;18/11/2020;14;2;4;6
90;18/11/2020;9;3;4;8
91;18/11/2020;49;7;8;49
92;18/11/2020;64;16;10;57
93;18/11/2020;67;15;12;69
94;18/11/2020;59;16;11;58
95;18/11/2020;25;3;4;46
971;18/11/2020;1;0;1;4
972;18/11/2020;1;0;0;4
973;18/11/2020;0;0;0;0
974;18/11/2020;8;3;0;4
976;18/11/2020;1;0;1;0
1;19/11/2020;40;3;10;40
2;19/11/2020;19;2;7;23
3;19/11/2020;16;3;2;14
4;19/11/2020;4;0;1;7
5;19/11/2020;32;4;1;32
6;19/11/2020;34;6;6;20
7;19/11/2020;17;0;4;19
8;19/11/2020;3;0;1;0
9;19/11/2020;3;2;1;3
10;19/11/2020;11;3;1;2
11;19/11/2020;5;1;4;5
12;19/11/2020;9;0;5;20
13;19/11/2020;82;23;16;104
14;19/11/2020;19;0;1;23
15;19/11/2020;4;0;1;1
16;19/11/2020;2;0;0;5
17;19/11/2020;2;1;1;8
18;19/11/2020;11;0;6;9
19;19/11/2020;3;0;1;1
21;19/11/2020;16;6;3;21
22;19/11/2020;11;0;0;10
23;19/11/2020;10;2;2;10
24;19/11/2020;13;2;1;4
25;19/11/2020;16;3;0;13
26;19/11/2020;27;8;9;21
27;19/11/2020;15;0;2;5
28;19/11/2020;13;2;2;11
29;19/11/2020;7;0;1;11
2A;19/11/2020;0;0;1;2
2B;19/11/2020;1;0;0;6
30;19/11/2020;21;6;3;16
31;19/11/2020;25;6;9;20
32;19/11/2020;2;0;0;1
33;19/11/2020;33;4;6;25
34;19/11/2020;36;9;5;50
35;19/11/2020;16;2;3;16
36;19/11/2020;16;0;6;11
37;19/11/2020;8;0;4;10
38;19/11/2020;44;4;10;50
39;19/11/2020;15;0;3;6
40;19/11/2020;10;3;1;9
41;19/11/2020;6;1;2;12
42;19/11/2020;49;4;7;62
43;19/11/2020;15;1;2;8
44;19/11/2020;19;2;2;21
45;19/11/2020;24;9;8;25
46;19/11/2020;11;3;1;0
47;19/11/2020;3;0;0;3
48;19/11/2020;2;2;0;2
49;19/11/2020;16;2;2;17
50;19/11/2020;10;2;1;4
51;19/11/2020;6;0;3;23
52;19/11/2020;3;0;0;10
53;19/11/2020;10;1;1;10
54;19/11/2020;26;2;4;15
55;19/11/2020;12;0;2;7
56;19/11/2020;7;0;2;9
57;19/11/2020;68;5;5;36
58;19/11/2020;5;1;0;5
59;19/11/2020;128;16;16;134
60;19/11/2020;26;1;8;15
61;19/11/2020;16;0;9;12
62;19/11/2020;43;13;11;57
63;19/11/2020;18;4;7;17
64;19/11/2020;28;2;7;30
65;19/11/2020;6;1;1;9
66;19/11/2020;6;1;1;13
67;19/11/2020;45;8;5;41
68;19/11/2020;20;3;5;10
69;19/11/2020;100;17;37;155
70;19/11/2020;10;0;0;14
71;19/11/2020;24;0;3;21
72;19/11/2020;19;1;1;16
73;19/11/2020;45;5;12;36
74;19/11/2020;54;9;11;59
75;19/11/2020;74;15;23;84
76;19/11/2020;28;13;6;37
77;19/11/2020;63;3;10;63
78;19/11/2020;59;4;7;35
79;19/11/2020;14;1;2;4
80;19/11/2020;9;1;0;15
81;19/11/2020;14;2;2;17
82;19/11/2020;5;1;0;5
83;19/11/2020;20;5;4;26
84;19/11/2020;20;1;7;42
85;19/11/2020;15;0;0;4
86;19/11/2020;24;6;7;28
87;19/11/2020;9;0;3;9
88;19/11/2020;14;0;2;18
89;19/11/2020;14;1;4;10
90;19/11/2020;10;1;5;11
91;19/11/2020;37;5;6;40
92;19/11/2020;33;6;7;44
93;19/11/2020;77;11;5;55
94;19/11/2020;84;4;11;63
95;19/11/2020;34;5;7;33
971;19/11/2020;1;1;1;1
972;19/11/2020;3;1;0;6
973;19/11/2020;0;0;0;2
974;19/11/2020;8;2;1;4
976;19/11/2020;1;1;0;2
1;20/11/2020;31;2;5;11
2;20/11/2020;16;0;3;16
3;20/11/2020;20;1;8;7
4;20/11/2020;21;0;1;28
5;20/11/2020;15;0;4;7
6;20/11/2020;30;4;4;21
7;20/11/2020;17;1;5;7
8;20/11/2020;17;1;3;7
9;20/11/2020;0;0;0;2
10;20/11/2020;12;1;6;12
11;20/11/2020;4;0;0;7
12;20/11/2020;4;1;2;8
13;20/11/2020;94;10;21;106
14;20/11/2020;9;2;4;5
15;20/11/2020;28;1;0;5
16;20/11/2020;5;1;1;4
17;20/11/2020;7;3;1;6
18;20/11/2020;15;0;4;20
19;20/11/2020;4;0;0;6
21;20/11/2020;37;5;2;21
22;20/11/2020;15;1;2;16
23;20/11/2020;1;1;0;0
24;20/11/2020;7;0;2;13
25;20/11/2020;18;1;6;22
26;20/11/2020;9;3;14;31
27;20/11/2020;6;1;1;16
28;20/11/2020;16;2;2;11
29;20/11/2020;4;1;1;7
2A;20/11/2020;0;0;0;4
2B;20/11/2020;4;0;0;1
30;20/11/2020;14;6;7;21
31;20/11/2020;18;8;2;30
32;20/11/2020;3;0;0;2
33;20/11/2020;19;5;6;21
34;20/11/2020;24;2;3;29
35;20/11/2020;12;1;2;13
36;20/11/2020;3;0;0;14
37;20/11/2020;9;1;0;3
38;20/11/2020;32;9;12;73
39;20/11/2020;11;2;6;10
40;20/11/2020;8;0;1;0
41;20/11/2020;8;0;1;5
42;20/11/2020;51;4;12;68
43;20/11/2020;13;1;1;7
44;20/11/2020;22;2;8;28
45;20/11/2020;13;5;0;20
46;20/11/2020;2;0;0;1
47;20/11/2020;3;0;0;2
48;20/11/2020;4;0;0;8
49;20/11/2020;11;3;3;10
50;20/11/2020;7;0;1;16
51;20/11/2020;19;4;2;16
52;20/11/2020;8;3;0;6
53;20/11/2020;8;1;2;13
54;20/11/2020;24;3;4;25
55;20/11/2020;3;2;1;5
56;20/11/2020;10;1;2;12
57;20/11/2020;34;5;11;31
58;20/11/2020;5;0;0;5
59;20/11/2020;94;10;16;81
60;20/11/2020;20;3;2;12
61;20/11/2020;11;1;0;2
62;20/11/2020;50;6;5;47
63;20/11/2020;54;2;5;29
64;20/11/2020;40;1;5;24
65;20/11/2020;7;0;1;20
66;20/11/2020;5;1;2;4
67;20/11/2020;25;6;5;28
68;20/11/2020;24;8;5;12
69;20/11/2020;78;9;26;128
70;20/11/2020;4;0;0;8
71;20/11/2020;47;1;4;31
72;20/11/2020;13;0;1;20
73;20/11/2020;23;6;6;31
74;20/11/2020;49;3;11;55
75;20/11/2020;53;16;9;61
76;20/11/2020;27;3;8;22
77;20/11/2020;47;3;6;39
78;20/11/2020;52;7;6;26
79;20/11/2020;15;1;4;2
80;20/11/2020;7;3;3;8
81;20/11/2020;5;2;1;6
82;20/11/2020;10;3;1;7
83;20/11/2020;19;3;10;27
84;20/11/2020;37;3;9;57
85;20/11/2020;15;1;2;13
86;20/11/2020;6;1;1;8
87;20/11/2020;5;0;5;10
88;20/11/2020;22;1;4;15
89;20/11/2020;12;0;1;13
90;20/11/2020;10;5;3;4
91;20/11/2020;21;2;7;35
92;20/11/2020;38;8;5;39
93;20/11/2020;40;11;9;37
94;20/11/2020;61;13;4;47
95;20/11/2020;51;5;4;21
971;20/11/2020;0;0;1;1
972;20/11/2020;5;1;0;13
973;20/11/2020;0;0;0;1
974;20/11/2020;1;4;0;5
976;20/11/2020;1;0;0;0
1;21/11/2020;19;3;3;14
2;21/11/2020;2;0;0;4
3;21/11/2020;13;1;1;24
4;21/11/2020;11;0;2;6
5;21/11/2020;6;1;2;10
6;21/11/2020;24;5;4;15
7;21/11/2020;7;1;3;12
8;21/11/2020;10;3;3;7
9;21/11/2020;5;0;1;3
10;21/11/2020;9;2;0;8
11;21/11/2020;3;0;0;6
12;21/11/2020;8;1;0;2
13;21/11/2020;62;9;12;98
14;21/11/2020;9;2;4;22
